"Lon";"Lat";"CITY";"POIS"
-3.70379;40.41659;"Madrid";"City_Center"
-3.645225284;40.3897687;"Madrid";"Metro"
-3.703317807;40.45033105;"Madrid";"Metro"
-3.699375742;40.41246303;"Madrid";"Metro"
-3.692490884;40.40884679;"Madrid";"Metro"
-3.676377276;40.47680706;"Madrid";"Metro"
-3.702188296;40.42904964;"Madrid";"Metro"
-3.65391434;40.39155775;"Madrid";"Metro"
-3.618850584;40.37238111;"Madrid";"Metro"
-3.703978477;40.44696668;"Madrid";"Metro"
-3.703028749;40.45427875;"Madrid";"Metro"
-3.701811364;40.42000686;"Madrid";"Metro"
-3.698983453;40.43491591;"Madrid";"Metro"
-3.613471104;40.37018451;"Madrid";"Metro"
-3.599533888;40.36322146;"Madrid";"Metro"
-3.680990946;40.4044466;"Madrid";"Metro"
-3.639511225;40.38731393;"Madrid";"Metro"
-3.664145352;40.39553551;"Madrid";"Metro"
-3.675137364;40.40125568;"Madrid";"Metro"
-3.666807044;40.48013292;"Madrid";"Metro"
-3.689182341;40.46689362;"Madrid";"Metro"
-3.658685211;40.3926568;"Madrid";"Metro"
-3.669061703;40.39819187;"Madrid";"Metro"
-3.701332287;40.44197376;"Madrid";"Metro"
-3.624724517;40.38216046;"Madrid";"Metro"
-3.698258342;40.46055089;"Madrid";"Metro"
-3.704666475;40.41234081;"Madrid";"Metro"
-3.70110929;40.42618231;"Madrid";"Metro"
-3.695066467;40.46441696;"Madrid";"Metro"
-3.593169837;40.36006503;"Madrid";"Metro"
-3.621308016;40.37959325;"Madrid";"Metro"
-3.783925419;40.38363227;"Madrid";"Metro"
-3.753116583;40.40785518;"Madrid";"Metro"
-3.6858519;40.48040886;"Madrid";"Metro"
-3.774618016;40.39697435;"Madrid";"Metro"
-3.79152548;40.37769758;"Madrid";"Metro"
-3.68986238;40.45842113;"Madrid";"Metro"
-3.69283384;40.49507881;"Madrid";"Metro"
-3.807202279;40.34984122;"Madrid";"Metro"
-3.735637717;40.41640918;"Madrid";"Metro"
-3.709704711;40.42408481;"Madrid";"Metro"
-3.6904035;40.4521354;"Madrid";"Metro"
-3.695209949;40.50119961;"Madrid";"Metro"
-3.635133826;40.55441859;"Madrid";"Metro"
-3.611465759;40.5597624;"Madrid";"Metro"
-3.658599532;40.52759393;"Madrid";"Metro"
-3.635571004;40.53194807;"Madrid";"Metro"
-3.669446787;40.50832463;"Madrid";"Metro"
-3.646883387;40.55047959;"Madrid";"Metro"
-3.637392615;40.54101898;"Madrid";"Metro"
-3.695759278;40.50525032;"Madrid";"Metro"
-3.623403334;40.55037444;"Madrid";"Metro"
-3.6626495;40.5155342;"Madrid";"Metro"
-3.727911159;40.38082724;"Madrid";"Metro"
-3.751916264;40.37199789;"Madrid";"Metro"
-3.77783378;40.35795246;"Madrid";"Metro"
-3.756906024;40.36421751;"Madrid";"Metro"
-3.734171678;40.37585969;"Madrid";"Metro"
-3.739106223;40.373594;"Madrid";"Metro"
-3.831780169;40.35008149;"Madrid";"Metro"
-3.736641504;40.30080675;"Madrid";"Metro"
-3.75682805;40.28873925;"Madrid";"Metro"
-3.759428417;40.32659685;"Madrid";"Metro"
-3.745771718;40.29324358;"Madrid";"Metro"
-3.729638477;40.32906791;"Madrid";"Metro"
-3.740186134;40.33663166;"Madrid";"Metro"
-3.70985858;40.31862322;"Madrid";"Metro"
-3.798909369;40.28267241;"Madrid";"Metro"
-3.73403382;40.30992262;"Madrid";"Metro"
-3.816427066;40.28574839;"Madrid";"Metro"
-3.874715029;40.31652112;"Madrid";"Metro"
-3.76797843;40.32176555;"Madrid";"Metro"
-3.72225015;40.31179863;"Madrid";"Metro"
-3.752668025;40.33474027;"Madrid";"Metro"
-3.771544564;40.32897617;"Madrid";"Metro"
-3.837691908;40.29680382;"Madrid";"Metro"
-3.718203882;40.32422047;"Madrid";"Metro"
-3.86402699;40.30902476;"Madrid";"Metro"
-3.863545433;40.3284971;"Madrid";"Metro"
-3.786982308;40.28683533;"Madrid";"Metro"
-3.806326586;40.28517056;"Madrid";"Metro"
-3.821201089;40.3496796;"Madrid";"Metro"
-3.849343411;40.34589074;"Madrid";"Metro"
-3.86489449;40.32167612;"Madrid";"Metro"
-3.812495254;40.34542573;"Madrid";"Metro"
-3.775876337;40.33615451;"Madrid";"Metro"
-3.872188547;40.33511701;"Madrid";"Metro"
-3.623514403;40.41828444;"Madrid";"Metro"
-3.612070828;40.42239066;"Madrid";"Metro"
-3.694966495;40.41921937;"Madrid";"Metro"
-3.704337221;40.43840594;"Madrid";"Metro"
-3.675912376;40.42453957;"Madrid";"Metro"
-3.639147584;40.42361352;"Madrid";"Metro"
-3.650528497;40.42661312;"Madrid";"Metro"
-3.603312655;40.42374301;"Madrid";"Metro"
-3.669261728;40.42790259;"Madrid";"Metro"
-3.70742568;40.42483752;"Madrid";"Metro"
-3.709429507;40.41808648;"Madrid";"Metro"
-3.680128256;40.42293826;"Madrid";"Metro"
-3.704342022;40.43321672;"Madrid";"Metro"
-3.6858256;40.4207967;"Madrid";"Metro"
-3.707966343;40.42131168;"Madrid";"Metro"
-3.699256778;40.41804936;"Madrid";"Metro"
-3.66366769;40.43088079;"Madrid";"Metro"
-3.697892329;40.38409341;"Madrid";"Metro"
-3.715975032;40.43065877;"Madrid";"Metro"
-3.705667145;40.42012753;"Madrid";"Metro"
-3.693635291;40.3595782;"Madrid";"Metro"
-3.702681993;40.40511862;"Madrid";"Metro"
-3.695855105;40.37502451;"Madrid";"Metro"
-3.700914056;40.40850775;"Madrid";"Metro"
-3.695125551;40.39114618;"Madrid";"Metro"
-3.719452174;40.43501556;"Madrid";"Metro"
-3.694234726;40.40307054;"Madrid";"Metro"
-3.711206486;40.42340891;"Madrid";"Metro"
-3.693191433;40.34153554;"Madrid";"Metro"
-3.694177839;40.36998949;"Madrid";"Metro"
-3.713414286;40.42708;"Madrid";"Metro"
-3.711990993;40.34122314;"Madrid";"Metro"
-3.692651332;40.35089027;"Madrid";"Metro"
-3.667918653;40.44824372;"Madrid";"Metro"
-3.715962574;40.43059578;"Madrid";"Metro"
-3.656188123;40.45582441;"Madrid";"Metro"
-3.676648794;40.43803078;"Madrid";"Metro"
-3.661189836;40.45353465;"Madrid";"Metro"
-3.63560058;40.4638043;"Madrid";"Metro"
-3.691010383;40.42541428;"Madrid";"Metro"
-3.674964502;40.43467125;"Madrid";"Metro"
-3.645820621;40.45944135;"Madrid";"Metro"
-3.652579637;40.4753673;"Madrid";"Metro"
-3.675416373;40.4291641;"Madrid";"Metro"
-3.662905159;40.47686709;"Madrid";"Metro"
-3.638331255;40.46941987;"Madrid";"Metro"
-3.645246662;40.47711117;"Madrid";"Metro"
-3.674823829;40.4441856;"Madrid";"Metro"
-3.70568424;40.42965898;"Madrid";"Metro"
-3.63958235;40.47446699;"Madrid";"Metro"
-3.686637032;40.42543132;"Madrid";"Metro"
-3.682919601;40.42502992;"Madrid";"Metro"
-3.706652231;40.40386919;"Madrid";"Metro"
-3.587529851;40.45778837;"Madrid";"Metro"
-3.6956252;40.4277594;"Madrid";"Metro"
-3.760809653;40.38562452;"Madrid";"Metro"
-3.768135975;40.39480136;"Madrid";"Metro"
-3.608164957;40.44942038;"Madrid";"Metro"
-3.74488166;40.38781832;"Madrid";"Metro"
-3.761019687;40.40323585;"Madrid";"Metro"
-3.6976645;40.4226137;"Madrid";"Metro"
-3.63816409;40.43804243;"Madrid";"Metro"
-3.6749023;40.4324163;"Madrid";"Metro"
-3.594013968;40.45346694;"Madrid";"Metro"
-3.657582365;40.43188854;"Madrid";"Metro"
-3.765354359;40.39056753;"Madrid";"Metro"
-3.751217472;40.38438092;"Madrid";"Metro"
-3.708167578;40.41127437;"Madrid";"Metro"
-3.715963813;40.39735241;"Madrid";"Metro"
-3.682585355;40.43277966;"Madrid";"Metro"
-3.731327676;40.3884634;"Madrid";"Metro"
-3.642834404;40.43569222;"Madrid";"Metro"
-3.711057634;40.40703139;"Madrid";"Metro"
-3.647365166;40.43357684;"Madrid";"Metro"
-3.689545126;40.43315277;"Madrid";"Metro"
-3.626847447;40.44084309;"Madrid";"Metro"
-3.61700473;40.44374289;"Madrid";"Metro"
-3.72361563;40.39334979;"Madrid";"Metro"
-3.739826645;40.38884177;"Madrid";"Metro"
-3.738937772;40.40991964;"Madrid";"Metro"
-3.688641465;40.3930949;"Madrid";"Metro"
-3.741000003;40.39269915;"Madrid";"Metro"
-3.726795069;40.44355521;"Madrid";"Metro"
-3.670409623;40.40696791;"Madrid";"Metro"
-3.6732863;40.4332301;"Madrid";"Metro"
-3.712297358;40.44635716;"Madrid";"Metro"
-3.744300361;40.39922754;"Madrid";"Metro"
-3.695054953;40.39115561;"Madrid";"Metro"
-3.745343133;40.40509473;"Madrid";"Metro"
-3.7180913;40.4465771;"Madrid";"Metro"
-3.668599051;40.42288839;"Madrid";"Metro"
-3.723134262;40.38690231;"Madrid";"Metro"
-3.673860948;40.40206493;"Madrid";"Metro"
-3.718373526;40.38459863;"Madrid";"Metro"
-3.727241956;40.41389472;"Madrid";"Metro"
-3.684064546;40.44378894;"Madrid";"Metro"
-3.669523456;40.41506319;"Madrid";"Metro"
-3.706901007;40.38709277;"Madrid";"Metro"
-3.699255079;40.43837373;"Madrid";"Metro"
-3.717704366;40.47021552;"Madrid";"Metro"
-3.641060838;40.43019755;"Madrid";"Metro"
-3.718411259;40.48009394;"Madrid";"Metro"
-3.652004711;40.43909132;"Madrid";"Metro"
-3.672157755;40.43933626;"Madrid";"Metro"
-3.600156646;40.43339012;"Madrid";"Metro"
-3.712392392;40.45647367;"Madrid";"Metro"
-3.633310367;40.42842044;"Madrid";"Metro"
-3.691495499;40.43824923;"Madrid";"Metro"
-3.713741354;40.43905997;"Madrid";"Metro"
-3.7230534;40.4850272;"Madrid";"Metro"
-3.60788713;40.43298035;"Madrid";"Metro"
-3.662973684;40.43944335;"Madrid";"Metro"
-3.715830358;40.47592079;"Madrid";"Metro"
-3.725899507;40.49510107;"Madrid";"Metro"
-3.615469606;40.42798526;"Madrid";"Metro"
-3.625725983;40.42798426;"Madrid";"Metro"
-3.715983795;40.46482081;"Madrid";"Metro"
-3.569198792;40.42249256;"Madrid";"Metro"
-3.561193228;40.42372991;"Madrid";"Metro"
-3.527184756;40.4177638;"Madrid";"Metro"
-3.5345387;40.41760391;"Madrid";"Metro"
-3.525504192;40.42295168;"Madrid";"Metro"
-3.547931164;40.42514488;"Madrid";"Metro"
-3.535417765;40.42441071;"Madrid";"Metro"
-3.569541068;40.46864417;"Madrid";"Metro"
-3.593254085;40.49175904;"Madrid";"Metro"
-3.582531126;40.4757686;"Madrid";"Metro"
-3.616210052;40.46389128;"Madrid";"Metro"
-3.6770523;40.4565932;"Madrid";"Metro"
-3.648674575;40.46799292;"Madrid";"Metro"
-3.641813746;40.40522026;"Madrid";"Metro"
-3.703170083;40.47688139;"Madrid";"Metro"
-3.6768482;40.4579538;"Madrid";"Metro"
-3.6776315;40.4504367;"Madrid";"Metro"
-3.678220652;40.44426482;"Madrid";"Metro"
-3.679175081;40.46761952;"Madrid";"Metro"
-3.661791533;40.41146804;"Madrid";"Metro"
-3.707522394;40.48465657;"Madrid";"Metro"
-3.678585458;40.41838875;"Madrid";"Metro"
-3.716357309;40.49108858;"Madrid";"Metro"
-3.6793754;40.4297799;"Madrid";"Metro"
-3.635122746;40.40050942;"Madrid";"Metro"
-3.675802343;40.46299967;"Madrid";"Metro"
-3.595982859;40.40131238;"Madrid";"Metro"
-3.602404005;40.40381066;"Madrid";"Metro"
-3.621566677;40.40004254;"Madrid";"Metro"
-3.6958849;40.46943003;"Madrid";"Metro"
-3.608865632;40.40420925;"Madrid";"Metro"
-3.652739767;40.41024021;"Madrid";"Metro"
-3.447526066;40.30366479;"Madrid";"Metro"
-3.477452635;40.31901407;"Madrid";"Metro"
-3.524799759;40.34134104;"Madrid";"Metro"
-3.547281479;40.36676887;"Madrid";"Metro"
-3.520602741;40.32836871;"Madrid";"Metro"
-3.684449121;40.48240024;"Madrid";"Main_street"
-3.684601835;40.48186046;"Madrid";"Main_street"
-3.684772514;40.48125918;"Madrid";"Main_street"
-3.684916245;40.48073989;"Madrid";"Main_street"
-3.685086925;40.48007027;"Madrid";"Main_street"
-3.685257605;40.47950314;"Madrid";"Main_street"
-3.685437268;40.47892234;"Madrid";"Main_street"
-3.685607948;40.47834153;"Madrid";"Main_street"
-3.685778628;40.47776755;"Madrid";"Main_street"
-3.685949307;40.4771799;"Madrid";"Main_street"
-3.686119987;40.47655808;"Madrid";"Main_street"
-3.686317617;40.47590209;"Madrid";"Main_street"
-3.686488297;40.47523926;"Madrid";"Main_street"
-3.686685926;40.47456275;"Madrid";"Main_street"
-3.686910505;40.4738589;"Madrid";"Main_street"
-3.687081185;40.47312771;"Madrid";"Main_street"
-3.68729678;40.47247169;"Madrid";"Main_street"
-3.68746746;40.47180199;"Madrid";"Main_street"
-3.687674073;40.47109811;"Madrid";"Main_street"
-3.687862719;40.47040789;"Madrid";"Main_street"
-3.688060348;40.46969717;"Madrid";"Main_street"
-3.688248995;40.46902061;"Madrid";"Main_street"
-3.688473573;40.46830303;"Madrid";"Main_street"
-3.688698152;40.46759912;"Madrid";"Main_street"
-3.688850866;40.46697038;"Madrid";"Main_street"
-3.688940697;40.4661366;"Madrid";"Main_street"
-3.689030529;40.46537799;"Madrid";"Main_street"
-3.68912036;40.46468088;"Madrid";"Main_street"
-3.689201209;40.4640316;"Madrid";"Main_street"
-3.689300024;40.46332081;"Madrid";"Main_street"
-3.689371889;40.46258951;"Madrid";"Main_street"
-3.689479687;40.46178302;"Madrid";"Main_street"
-3.689560535;40.46105853;"Madrid";"Main_street"
-3.689641383;40.46025202;"Madrid";"Main_street"
-3.689749181;40.45941816;"Madrid";"Main_street"
-3.689847996;40.45867314;"Madrid";"Main_street"
-3.689946811;40.45773673;"Madrid";"Main_street"
-3.690081558;40.4567593;"Madrid";"Main_street"
-3.690207322;40.45572033;"Madrid";"Main_street"
-3.690333086;40.45470869;"Madrid";"Main_street"
-3.690449867;40.45369704;"Madrid";"Main_street"
-3.690548682;40.4527879;"Madrid";"Main_street"
-3.690683429;40.45178306;"Madrid";"Main_street"
-3.690782244;40.45092858;"Madrid";"Main_street"
-3.690881058;40.45014929;"Madrid";"Main_street"
-3.690952924;40.44937683;"Madrid";"Main_street"
-3.691051738;40.44865221;"Madrid";"Main_street"
-3.69114157;40.44792075;"Madrid";"Main_street"
-3.691231401;40.44716193;"Madrid";"Main_street"
-3.691330216;40.44638943;"Madrid";"Main_street"
-3.691420048;40.44545969;"Madrid";"Main_street"
-3.691473946;40.44466666;"Madrid";"Main_street"
-3.691509879;40.44392148;"Madrid";"Main_street"
-3.691545812;40.44319681;"Madrid";"Main_street"
-3.691590727;40.44247212;"Madrid";"Main_street"
-3.691635643;40.44169957;"Madrid";"Main_street"
-3.691680559;40.44094752;"Madrid";"Main_street"
-3.691716492;40.4402775;"Madrid";"Main_street"
-3.691743441;40.4397579;"Madrid";"Main_street"
-3.691420048;40.43923145;"Madrid";"Main_street"
-3.691096654;40.43867765;"Madrid";"Main_street"
-3.690782244;40.43813751;"Madrid";"Main_street"
-3.690476817;40.43767259;"Madrid";"Main_street"
-3.690162406;40.4371598;"Madrid";"Main_street"
-3.689901895;40.43674272;"Madrid";"Main_street"
-3.689596468;40.43625044;"Madrid";"Main_street"
-3.689300024;40.43579234;"Madrid";"Main_street"
-3.689003579;40.43530688;"Madrid";"Main_street"
-3.688761034;40.43471202;"Madrid";"Main_street"
-3.688626287;40.43408981;"Madrid";"Main_street"
-3.688554422;40.43354964;"Madrid";"Main_street"
-3.688590354;40.43294793;"Madrid";"Main_street"
-3.688761034;40.43236672;"Madrid";"Main_street"
-3.688931714;40.43173765;"Madrid";"Main_street"
-3.689111377;40.43101968;"Madrid";"Main_street"
-3.68929104;40.43034273;"Madrid";"Main_street"
-3.689452737;40.42972731;"Madrid";"Main_street"
-3.689623417;40.42902983;"Madrid";"Main_street"
-3.689794097;40.42840072;"Madrid";"Main_street"
-3.68997376;40.42768956;"Madrid";"Main_street"
-3.690171389;40.42693735;"Madrid";"Main_street"
-3.690351052;40.42626719;"Madrid";"Main_street"
-3.690530715;40.42554916;"Madrid";"Main_street"
-3.690728345;40.42483797;"Madrid";"Main_street"
-3.690890042;40.42420882;"Madrid";"Main_street"
-3.69114157;40.42364122;"Madrid";"Main_street"
-3.691366149;40.42312148;"Madrid";"Main_street"
-3.691563778;40.4226291;"Madrid";"Main_street"
-3.691806323;40.42206148;"Madrid";"Main_street"
-3.692075818;40.42141863;"Madrid";"Main_street"
-3.692327346;40.42083049;"Madrid";"Main_street"
-3.692569891;40.42028338;"Madrid";"Main_street"
-3.69279447;40.41974994;"Madrid";"Main_street"
-3.692983116;40.4192712;"Madrid";"Main_street"
-3.693117863;40.41875827;"Madrid";"Main_street"
-3.693252611;40.41830689;"Madrid";"Main_street"
-3.693378375;40.41788286;"Madrid";"Main_street"
-3.693486173;40.41747935;"Madrid";"Main_street"
-3.693629903;40.4170006;"Madrid";"Main_street"
-3.693755667;40.4165492;"Madrid";"Main_street"
-3.693899398;40.41609781;"Madrid";"Main_street"
-3.694016179;40.41563957;"Madrid";"Main_street"
-3.694123977;40.41531127;"Madrid";"Main_street"
-3.694123977;40.41509925;"Madrid";"Main_street"
-3.694043128;40.41488723;"Madrid";"Main_street"
-3.69396228;40.41466836;"Madrid";"Main_street"
-3.693854482;40.41436058;"Madrid";"Main_street"
-3.693728718;40.4140528;"Madrid";"Main_street"
-3.69362092;40.41373818;"Madrid";"Main_street"
-3.693504139;40.41340988;"Madrid";"Main_street"
-3.693351425;40.41302686;"Madrid";"Main_street"
-3.693198712;40.41260279;"Madrid";"Main_street"
-3.693037015;40.41217873;"Madrid";"Main_street"
-3.692893285;40.4117615;"Madrid";"Main_street"
-3.692749554;40.41135795;"Madrid";"Main_street"
-3.692605824;40.41098176;"Madrid";"Main_street"
-3.692462093;40.41059872;"Madrid";"Main_street"
-3.69230938;40.41014728;"Madrid";"Main_street"
-3.692129717;40.40968216;"Madrid";"Main_street"
-3.691959037;40.40927176;"Madrid";"Main_street"
-3.691824289;40.40882715;"Madrid";"Main_street"
-3.692012936;40.40840991;"Madrid";"Main_street"
-3.692426161;40.40797897;"Madrid";"Main_street"
-3.692848369;40.40754804;"Madrid";"Main_street"
-3.693207695;40.40717867;"Madrid";"Main_street"
-3.693351425;40.4066588;"Madrid";"Main_street"
-3.693396341;40.40611841;"Madrid";"Main_street"
-3.693468206;40.40553014;"Madrid";"Main_street"
-3.693531088;40.40494186;"Madrid";"Main_street"
-3.693602954;40.40434673;"Madrid";"Main_street"
-3.693638886;40.40379264;"Madrid";"Main_street"
-3.693728718;40.40317014;"Madrid";"Main_street"
-3.6937916;40.40256131;"Madrid";"Main_street"
-3.693872448;40.40187724;"Madrid";"Main_street"
-3.693926347;40.4013026;"Madrid";"Main_street"
-3.693980246;40.40074849;"Madrid";"Main_street"
-3.694052111;40.4002491;"Madrid";"Main_street"
-3.694088044;40.39970182;"Madrid";"Main_street"
-3.694168892;40.39914769;"Madrid";"Main_street"
-3.694222791;40.39851831;"Madrid";"Main_street"
-3.69430364;40.3979026;"Madrid";"Main_street"
-3.694366522;40.3972732;"Madrid";"Main_street"
-3.694438387;40.39660275;"Madrid";"Main_street"
-3.694501269;40.3959323;"Madrid";"Main_street"
-3.694582117;40.39535077;"Madrid";"Main_street"
-3.694636016;40.39481029;"Madrid";"Main_street"
-3.694671949;40.39427665;"Madrid";"Main_street"
-3.694752797;40.39372248;"Madrid";"Main_street"
-3.694806696;40.39318883;"Madrid";"Main_street"
-3.694869578;40.39273043;"Madrid";"Main_street"
-3.694896528;40.39227203;"Madrid";"Main_street"
-3.694941443;40.39182731;"Madrid";"Main_street"
-3.694977376;40.39151943;"Madrid";"Main_street"
-3.695031275;40.39119102;"Madrid";"Main_street"
-3.695049241;40.39091734;"Madrid";"Main_street"
2.170037;41.386968;"Barcelona";"City_Center"
2.167015;41.385919;"Barcelona";"Metro"
2.167646;41.386095;"Barcelona";"Metro"
2.169598;41.385842;"Barcelona";"Metro"
2.169503;41.385707;"Barcelona";"Metro"
2.151636;41.399679;"Barcelona";"Metro"
2.152429;41.400039;"Barcelona";"Metro"
2.152507;41.399554;"Barcelona";"Metro"
2.158326;41.392331;"Barcelona";"Metro"
2.157649;41.393362;"Barcelona";"Metro"
2.157956;41.392909;"Barcelona";"Metro"
2.135427;41.397791;"Barcelona";"Metro"
2.135114;41.397895;"Barcelona";"Metro"
2.135502;41.397638;"Barcelona";"Metro"
2.130075;41.398154;"Barcelona";"Metro"
2.130828;41.397781;"Barcelona";"Metro"
2.143251;41.398645;"Barcelona";"Metro"
2.142754;41.398631;"Barcelona";"Metro"
2.142852;41.398976;"Barcelona";"Metro"
2.11937;41.399203;"Barcelona";"Metro"
2.118699;41.398423;"Barcelona";"Metro"
2.118998;41.398967;"Barcelona";"Metro"
2.147016;41.401372;"Barcelona";"Metro"
2.125789;41.398544;"Barcelona";"Metro"
2.124523;41.39935;"Barcelona";"Metro"
2.125112;41.39896;"Barcelona";"Metro"
2.137173;41.410227;"Barcelona";"Metro"
2.139248;41.405731;"Barcelona";"Metro"
2.139256;41.406043;"Barcelona";"Metro"
2.139529;41.405442;"Barcelona";"Metro"
2.142617;41.403596;"Barcelona";"Metro"
2.143265;41.403133;"Barcelona";"Metro"
2.142961;41.40344;"Barcelona";"Metro"
2.147573;41.401403;"Barcelona";"Metro"
2.086746;41.353011;"Barcelona";"Metro"
2.068427;41.351845;"Barcelona";"Metro"
2.148628;41.374547;"Barcelona";"Metro"
2.125369;41.357005;"Barcelona";"Metro"
2.117531;41.35536;"Barcelona";"Metro"
2.13168;41.360962;"Barcelona";"Metro"
2.130463;41.361391;"Barcelona";"Metro"
2.103422;41.357794;"Barcelona";"Metro"
2.139358;41.368228;"Barcelona";"Metro"
2.034689;41.357711;"Barcelona";"Metro"
2.043259;41.348145;"Barcelona";"Metro"
2.11168;41.361271;"Barcelona";"Metro"
2.180381;41.391664;"Barcelona";"Metro"
2.182218;41.393228;"Barcelona";"Metro"
2.180061;41.392387;"Barcelona";"Metro"
2.102669;41.357404;"Barcelona";"Metro"
2.103029;41.358779;"Barcelona";"Metro"
2.102666;41.359299;"Barcelona";"Metro"
2.200227;41.450043;"Barcelona";"Metro"
2.199663;41.449896;"Barcelona";"Metro"
2.110686;41.351236;"Barcelona";"Metro"
2.110976;41.351991;"Barcelona";"Metro"
2.109898;41.351527;"Barcelona";"Metro"
2.110588;41.350397;"Barcelona";"Metro"
2.111765;41.350916;"Barcelona";"Metro"
2.103659;41.368289;"Barcelona";"Metro"
2.103234;41.367647;"Barcelona";"Metro"
2.103931;41.368184;"Barcelona";"Metro"
2.169597;41.388111;"Barcelona";"Metro"
2.169492;41.38757;"Barcelona";"Metro"
2.168507;41.387706;"Barcelona";"Metro"
2.170687;41.387914;"Barcelona";"Metro"
2.168588;41.3872;"Barcelona";"Metro"
2.169507;41.387625;"Barcelona";"Metro"
2.187344;41.408643;"Barcelona";"Metro"
2.187148;41.409242;"Barcelona";"Metro"
2.187202;41.410828;"Barcelona";"Metro"
2.18753;41.411218;"Barcelona";"Metro"
2.148309;41.375344;"Barcelona";"Metro"
2.149455;41.375546;"Barcelona";"Metro"
2.148801;41.37538;"Barcelona";"Metro"
2.183562;41.430861;"Barcelona";"Metro"
2.183464;41.431138;"Barcelona";"Metro"
2.184196;41.428993;"Barcelona";"Metro"
2.183628;41.430467;"Barcelona";"Metro"
2.183584;41.430093;"Barcelona";"Metro"
2.183324;41.430459;"Barcelona";"Metro"
2.110681;41.368521;"Barcelona";"Metro"
2.110396;41.367873;"Barcelona";"Metro"
2.110875;41.368376;"Barcelona";"Metro"
2.217787;41.451728;"Barcelona";"Metro"
2.217064;41.451761;"Barcelona";"Metro"
2.21861;41.451596;"Barcelona";"Metro"
2.187098;41.402063;"Barcelona";"Metro"
2.18834;41.402984;"Barcelona";"Metro"
2.187238;41.402882;"Barcelona";"Metro"
2.187513;41.402698;"Barcelona";"Metro"
2.106694;41.344339;"Barcelona";"Metro"
2.106409;41.34472;"Barcelona";"Metro"
2.144523;41.375356;"Barcelona";"Metro"
2.143445;41.375552;"Barcelona";"Metro"
2.142362;41.375134;"Barcelona";"Metro"
2.143991;41.375292;"Barcelona";"Metro"
2.187227;41.421981;"Barcelona";"Metro"
2.187272;41.423089;"Barcelona";"Metro"
2.187198;41.422492;"Barcelona";"Metro"
2.186428;41.39558;"Barcelona";"Metro"
2.187072;41.395422;"Barcelona";"Metro"
2.186842;41.395574;"Barcelona";"Metro"
2.13319;41.373293;"Barcelona";"Metro"
2.133647;41.372953;"Barcelona";"Metro"
2.134546;41.374172;"Barcelona";"Metro"
2.134031;41.373543;"Barcelona";"Metro"
2.187294;41.416721;"Barcelona";"Metro"
2.187229;41.415812;"Barcelona";"Metro"
